,SongID,Lyrics
918,Rock Around The ClockBill Haley And His Comets,"['[Intro]', ""One, Two, Three O'clock, Four O'clock rock"", ""Five, Six, Seven O'clock, Eight O'clock rock"", ""Nine, Ten, Eleven O'clock, Twelve O'clock rock"", ""We're gonna rock around the clock tonight"", '', '[Verse 1]', ""Put your glad rags on and join me hon'"", ""We'll have some fun when the clock strikes one"", '', '[Hook]', ""We're gonna rock around the clock tonight"", ""We're gonna rock, rock, rock, 'till broad daylight"", ""We're gonna rock, gonna rock around the clock tonight"", '', '[Verse 2]', 'When the clock strikes two, three and four', ""If the band slows down we'll yell for more"", '', '[Hook]', ""We're gonna rock around the clock tonight"", ""We're gonna rock, rock, rock, 'till broad daylight"", ""We're gonna rock, gonna rock around the clock tonight"", '', '[Verse 3]', 'When the chimes ring five, six and seven', ""We'll be right in seventh heaven"", '', '[Hook]', ""We're gonna rock around the clock tonight"", ""We're gonna rock, rock, rock, 'till broad daylight"", ""We're gonna rock, gonna rock around the clock tonight"", '', '[Verse 4]', ""When it's eight, nine, ten, eleven too"", ""I'll be goin' strong and so will you"", '', '[Hook]', ""We're gonna rock around the clock tonight"", ""We're gonna rock, rock, rock, 'till broad daylight"", ""We're gonna rock, gonna rock around the clock tonight"", '', '[Verse 5]', ""When the clock strikes twelve we'll cool off then"", ""Start rockin' around the clock again"", '', '[Hook]', ""We're gonna rock around the clock tonight"", ""We're gonna rock, rock, rock, 'till broad daylight"", ""We're gonna rock, gonna rock around the clock tonight""]"
919,Barbara AnnThe Beach Boys,"['[Chorus]', 'A bar bar bar bar Barbara Ann', 'Bar bar bar bar Barbara Ann', 'Barbara Ann', 'Take my hand', 'Barbara Ann', ""You got me rockin' and a rollin'"", ""Rockin' and a reelin'"", 'Barbara Ann', 'Bar bar bar Barbara Ann', '', '[Verse 1]', 'Went to a dance, looking for romance', ""Saw Barbara Ann, so I thought I'd take a chance"", 'On Barbara Ann', 'Barbara Ann, Barbara Ann', 'Take my hand', 'Barbara Ann, Barbara Ann', 'Take my hand', ""You got me rockin' and a rollin'"", ""Rockin' and a reelin'"", 'Barbara Ann', 'Bar bar bar bar Barbara Ann', '', '[Chorus]', 'A bar bar bar bar Barbara Ann', 'Bar bar bar bar Barbara Ann', 'Barbara Ann', 'Take my hand', 'Barbara Ann', ""You got me rockin' and a rollin'"", ""Rockin' and a reelin'"", 'Barbara Ann', 'Bar bar bar Barbara Ann', '', '{Bridge}', ""(Let's go now!)"", '(Ow!)', '(Carl)', '(Hal, and his famous ashtray!)', ""(You smell like Rocky. You're always scratchin' it.)"", '(Hey, come on!)', '(Scratch it, Carl, scratch it, baby, right over there. Down a little lower. Down a little lower!)', '(Saw-- Tried--)', '', 'Tried Peggy Sue', 'Tried Peggy Lou', 'Tried Mary Lou', ""But I knew she wouldn't do"", 'Barbara Ann, Barbara Ann', 'Take my hand', ""You got me rockin' and a rollin'"", ""Rockin' and a reelin'"", 'Barbara Ann', 'Bar bar bar Barbara Ann', '', 'A bar bar bar bar Barbara Ann', 'Bar bar bar bar Barbara Ann', 'Barbara Ann', 'Take my hand', 'Barbara Ann', ""You got me rockin' and a rollin'"", ""Rockin' and a reelin'"", 'Barbara Ann', 'Bar bar bar Barbara Ann', '', '{Outro}', 'Barbara Ann, Barbara Ann', 'Barbara Ann, Barbara Ann', 'Barbara Ann, Barbara Ann', 'Barbara Ann, Barbara Ann', '', '[Outro - Uncut Version]', '(Thanks, Dean)']"
920,Catch Us If You CanThe Dave Clark Five,"['[Verse 1]', 'Here they come again, (mmmm-mm-mm)', 'Catch us if you can, (mmmm-mm-mm)', 'Time to get a move on, (mmmm-mm-mm)', 'We will yell with all of our might', '', '[Chorus]', 'Catch us if you can', 'Catch us if you can', 'Catch us if you can', 'Catch us if you can', '', '[Verse 2]', 'Now we gotta run, (mmmm-mm-mm)', 'No more time for fun, (mmmm-mm-mm)', ""When we're gettin' angry, (mmmm-mm-mm)"", 'We will yell with all of our might', '', '[Chorus]', '', '[Harmonica solo]', '', '[Verse 3]', 'Here they come again, (mmmm-mm-mm)', 'Catch us if you can, (mmmm-mm-mm)', 'Time to get a move on, (mmmm-mm-mm)', 'We will yell with all of our might', '', '[Chorus]']"
921,Brilliant DisguiseBruce Springsteen,"['[Verse]', 'I hold you in my arms', 'As the band plays', 'What are those words whispered, baby', 'Just as you turn away', 'I saw you last night', 'Out on the edge of town', 'I wanna read your mind', ""To know just what I've got in this new thing I've found"", '', '[Chorus]', 'So tell me what I see', 'When I look in your eyes', 'Is that you baby', 'Or just a brilliant disguise?', '', '[Verse 2]', 'I heard somebody call your name', 'From underneath our willow', 'I saw something tucked in shame', 'Underneath your pillow', ""Well I've tried so hard, baby"", ""But I just can't see"", 'What a woman like you', 'Is doing with me', '', '[Chorus]', 'So tell me who I see', 'When I look in your eyes', 'Is that you, baby', 'Or just a brilliant disguise?', '', '[Bridge]', 'Now look at me, baby', 'Struggling to do everything right', 'And then it all falls apart', 'When out go the lights', ""I'm just a lonely pilgrim"", 'I walk this world in wealth', ""I want to know if it's you I don't trust"", ""'Cause I damn sure don't trust myself"", '', '[Verse 3]', 'Now you play the loving woman', ""I'll play the faithful man"", ""But just don't look too close"", 'Into the palm of my hand', 'We stood at the alter', 'The gypsy swore our future was right', 'But come the wee wee hours', 'Well maybe, baby, the gypsy lied', '', '[Chorus]', 'So when you look at me', 'You better look hard and look twice', 'Is that me, baby', 'Or just a brilliant disguise?', '', '[Verse 4]', 'Tonight our bed is cold', ""I'm lost in the darkness of our love"", 'God, have mercy on the man', ""Who doubts what he's sure of""]"
922,Bless YouTony Orlando,"['Every time I faced the world', 'I just had to cry', 'I stood alone with no love of my own', 'But then You happened by', '', 'Chorus:', 'Oh, darling, bless You', 'Bless every breath that You take', 'Bless every move that You make so perfectly', 'And bless Your little heart for loving me', '', 'Bless You, bless You, child', '', 'Till You smiled and took my hand', 'I felt kind of small', 'But You stood by me for the whole world to see', 'And then I was ten feet tall', '', 'Repeat Chorus and then fade']"
923,Shape Of Things To ComeMax Frost And The Troopers,"[""There's a new sun"", ""Risin' up angry in the sky"", ""And there's a new voice"", 'Sayin\': ""we\'re not afraid to die!""', 'Let the old world make believe', ""It's blind and deaf and dumb, but"", '', 'Nothing can change the shape of things to come', '', 'There are changes', ""Lyin' ahead in every road"", 'And there are new thoughts', 'Ready and waiting to explode', 'When tomorrow is today', 'The bells may toll for some, but', '', 'Nothing can change the shape of things to come', '', ""The future's comin' in, now"", 'Sweet and strong', ""Ain't no-one gonna hold it back for long"", 'There are new dreams', ""Crowdin' out old realities"", ""There's revolution"", ""Sweepin' in like a fresh new breeze"", 'Let the old world make believe', ""It's blind and deaf and dumb, but"", '', 'Nothing can change the shape of things', 'Nothing can change the shape of things', 'Nothing can change the shape of things', 'Nothing can change the shape of things to come']"
924,That's When I Love YouPhil Vassar,"['(Phil Vassar, Julie Wood)', '', 'When I hear you stop and laugh out loud', ""When you're fallin' fast asleep"", ""When you're in the middle of a crowd"", ""When you're lyin' close to me"", 'When I hear you softly say my name', ""When you're high and when you're low"", ""When you don't need me to explain"", ""'Cause you already know"", 'When you smile that way', 'I know, every night and day', '', ""That's when I love you, when I need you"", 'When I care about you', ""That's when I know without a doubt"", ""That I can't live without you"", 'Everyday I find another reason', 'Every season we go through', 'And every little thing you do', ""That's when I love you"", '', ""When you're drivin' in your car"", 'When you dance and sing to the radio', ""When you're walkin' underneath the stars"", 'Anywhere and everywhere you go', ""When you're dressed up or you're dressed down"", ""When you're talkin' on the phone"", 'With a million people all around', ""Or when you're all alone"", ""When you're near, or you're far"", ""You're in my heart no matter where you are"", '', ""That's when I love you, when I need you"", 'When I care about you', ""That's when I know without a doubt"", ""That I can't live without you"", 'Everyday I find another reason', 'Every season we go through', 'And every little thing you do', ""That's when I love you"", '', 'When you smile that way', 'I know, every night and day', '', ""That's when I love you, when I need you"", 'When I care about you', ""That's when I know without a doubt"", ""That I can't live without you"", 'Everyday I find another reason', 'Every season we go through', 'And every little thing you do', ""That's when I love you"", '', ""That's when I love you, when I need you"", 'When I care about you', ""That's when I know without a doubt"", ""That I can't live without you"", 'Everyday I find another reason', 'Every season we go through', 'And every little thing you do', ""That's when I love you"", '', ""That's when I love you""]"
925,Anyone ElseCollin Raye,"['Baby I bought wine and roses on my way home', ""Yeah I know we can't afford it but life doesn't last too long"", 'This world has gone half-crazy', 'And knocked us both to our knees', ""I'm fumbling for the words to try to tell ya"", ""I love you for hangin' onto me"", '', ""When anyone else would've been long gone"", 'Packed it up and headed back home', 'And not a soul would blame you after what I put you through', ""Yeah anyone else would've gone insane"", 'Called the game on account of rain', 'Anyone else, anyone else', 'Anyone but you', '', ""Mayday baby, all the rivets popped loose, it's a total tailspin"", 'Too much grindstone, too little time with you', ""Girl, you know it's wearing thin"", ""Baby let's trade in these teardrops"", 'For warm kisses on skin', ""You got a drawer full of IOU's"", ""And it's high time you called those things in"", '', ""When anyone else would've been long gone"", 'Packed it up and headed back home', 'And not a soul would blame you after what I put you through', ""Yeah anyone else would've gone insane"", 'Called the game on account of rain', 'Anyone else, anyone else', 'Anyone but you', '', ""You've passed up so many chances"", 'To walk right out that door', 'Instead of dodging a champagne cork', ""And watchin' the wet clothes fall to the floor"", '', ""When anyone else would've been long gone"", 'Packed it up and headed back home', ""And you can hide behind a Cheshire cat grin but you know it's true"", ""Yeah anyone else would've gone insane"", 'Called the game on account of rain', 'Anyone else, anyone else', 'Anyone but you', '', 'Anyone else', 'Girl, anyone but you']"
926,SeptemberDaughtry,"['[Verse 1]', 'How the time passed away, all the trouble that we gave', 'And all those days we spent out by the lake', 'Has it all gone to waste? All the promises we made', 'One by one, they vanish just the same', '', '[Chorus]', 'Of all the things I still remember', ""Summer's never looked the same"", 'The years go by and time just seems to fly', 'But the memories remain', ""In the middle of September, we'd still play out in the rain"", 'Nothing to lose but everything to gain', ""Reflecting now on how things could've been"", 'It was worth it in the end', '', '[Verse 2]', ""Now it all seems so clear, there's nothing left to fear"", 'So we made our way by finding what was real', ""Now the days are so long that summer's moving on"", ""We reach for something that's already gone, yeah"", '', '[Chorus]', 'Of all the things I still remember', ""Summer's never looked the same"", 'The years go by and time just seems to fly', 'But the memories remain', ""In the middle of September, we'd still play out in the rain"", 'Nothing to lose, but everything to gain', ""Reflecting now on how things could've been"", 'It was worth it in the end', '', '[Bridge]', 'Yeah, we knew we had to leave this town', 'But we never knew when', 'And we never knew how', 'We would end up here the way we are', 'Yeah, we knew we had to leave this town', 'But we never knew when', 'And we never knew how', 'We would end up here the way we are', '', '[Chorus]', 'Of all the things I still remember', ""Summer's never looked the same"", 'The years go by and time just seems to fly', 'But the memories remain', ""In the middle of September, we'd still play out in the rain"", 'Nothing to lose but everything to gain', ""Reflecting now on how things could've been"", 'It was worth it in the end', '', '[Outro]', 'Hey, yeah, yeah, yeah']"
927,Don't Leave Me This WayThe Communards,"[""Don't leave me this way"", ""I can't survive"", ""I can't stay alive"", 'Without your love, no baby', '', ""Don't leave me this way"", ""I can't exist"", 'I will surely miss your tender kiss', ""So don't leave me this way"", '', 'Oh baby, my heart is full of love and desire for you', ""So come on down and do what you've got to do"", 'Your started this fire down in my soul', ""Now can't you see it's burning out of control"", 'So come on down and satisfy the need in me', ""'Cos only your good loving can set me free"", '', ""Don't leave me this way"", ""I don't understand how I'm at your command"", ""So baby please, so don't you leave me this way"", '', 'Oh, baby, my heart is full of love and desire for you', ""So come on down and do what you've got to do"", 'You started this fire down in my soul', ""Now can't you see it's burning out of control"", 'So come on down and satisfy the need in me', ""'Cos only your good loving can set me free"", 'Set me free, set me free, set me free, set me free, set me free', 'Come, satisfy me, come satisfy me', ""Don't you leave me this way"", '', ""Don't leave me this way"", ""I can't exist, I will surely miss your tender kiss"", ""So don't leave me this way"", '', 'Oh, baby, my heart is full of love and desire for you', ""So come on down and do what you've got to do"", 'You started this fire down in my soul', ""Now can't you see it's burning out of control"", 'So come on down and satisfy the need in me', ""'Cos only your good loving can set me free"", 'Set me free, set me free, set me free, set me free, set me free', '', ""Don't you know by now, don't you know by now"", '', ""I'm losing control""]"
928,Brand New GirlfriendSteve Holy,"['[Verse 1: Steve Holy]', 'She said, ""I need sometime to find myself', 'I need a little space to think', 'Maybe we should start seeing other people', 'Baby, things are moving way to fast for me.""', 'So, I, I picked up what was left of my pride', 'And I put on my walking shoes', 'And I got up on that high road', 'And I did what any gentleman would do..', 'I, um...', '', '[Chorus: Holy]', 'I got a brand new girlfriend', 'We went and jumped off the deep end', 'Flew out to LA for the weekend', ""Spent the whole day, lyin' on the beach"", ""Wearin' nothin' but a smile"", ""Playin' kissy-kissy, smoochy-smoochy"", ""Talkin' mooshy-mooshy bout nothin'"", ""Man, I think I'm on to somethin'"", 'You know I feel just like a kid again', 'I got a brand new girlfriend', '', '[Verse 2: Holy]', 'I love it when she calls me butter cup', 'Laughs and says I left the toilet seat up', 'She pops and tosses me a cold beer', 'And says my buddies always welcome here', 'When I get hungry, she takes me out', 'I ride the shotgun like a Shih Tzu hound', ""My tails a waggin', my tounge's hangin' out"", 'It makes me wanna shout...', '', '[Chorus: Holy]', 'I got a brand new girlfriend', 'We went and jumped off the deep end', 'Flew out to LA for the weekend', ""Spent the whole day, lyin' on the beach"", ""Wearin' nothin' but a smile"", ""Playin' kissy-kissy, smoochy-smoochy"", ""Talkin' mooshy-mooshy bout nothin'""]"
929,Are You Gonna Kiss Me Or NotThompson Square,"['[Verse 1: Keifer]', ""We were sitting up there on your momma's roof"", ""Talking 'bout everything under the moon"", 'With the smell of honeysuckle and your perfume', 'All I could think about was my next move', '', '[Verse 2: Keifer]', 'Oh but you were so shy, so was I', ""Maybe that's why it was so hard to believe"", 'When you smiled and said to me', '', '[Chorus: Keifer & Shawna]', 'Are you gonna kiss me or not?', 'Are we gonna do this or what?', 'I think you know I like you a lot', ""But you're about to miss your shot"", 'Are you gonna kiss me or what?', '', '[Verse 3: Keifer]', 'It was the best dang kiss that I ever had', 'Except for that long one after that', 'And I knew if I wanted this thing to last', ""Sooner or later I'd have to ask for your hand"", '', '[Verse 4: Keifer]', 'So I took a chance', 'Bought a wedding band and I got down on one knee', 'And you smiled and said to me', '', '[Chorus: Keifer & Shawna]', 'Are you gonna kiss me or not?', 'Are we gonna do this or what?', 'I think you know I love you a lot', ""I think we've got a real good shot"", 'Are you gonna kiss me or not?', '', '[Verse 5]', '[Keifer & Shawna]', 'So we planned it all out for the middle of June', 'From the wedding cake to the honeymoon', '[Keifer]', 'And your momma cried', 'When you walked down the aisle', '', '[Verse 6]', '[Keifer & Shawna]', 'When the preacher man said, ""Say I do""', 'I did and you did too', '[Keifer]', 'Then I lifted that veil', 'And saw your pretty smile and I said', 'Are you gonna kiss me or not?', '', '[Chorus: Keifer & Shawna]', 'Are we gonna do this or what?', 'Look at all the love that we got', ""It ain't never gonna stop"", 'Are you gonna kiss me or not?', '', '[Tag]', '[Keifer]', 'Yeah baby I love you a lot', '[Keifer & Shawna]', ""I really think we've got a shot"", '[Keifer]', 'Are you gonna kiss me or not?']"
930,Come To My WindowMelissa Etheridge,"['[Intro]', 'Come to my window', 'Crawl inside, wait by the light of the moon', 'Come to my window', ""I'll be home soon"", '', '[Verse 1]', 'I would dial the numbers just to listen to your breath', 'And I would stand inside my hell and hold the hand of death', ""You don't know how far I'd go to ease this precious ache"", ""And you don't know how much I'd give or how much I can take"", '', '[Pre-Chorus]', 'Just to reach you', 'Just to reach you', 'Oh...to reach you', 'Oh...', '', '[Chorus]', 'Come to my window', 'Crawl inside, wait by the light of the moon', 'Come to my window', ""I'll be home soon"", '', '[Verse 2]', 'Keeping my eyes open, I cannot afford to sleep', ""Giving away promises I know that I can't keep"", 'Nothing fills the blackness that has seeped into my chest', 'I need you in my blood, I am forsaking all the rest', '', '[Pre-Chorus]', 'Just to reach you', 'Just to reach you', 'Oh...to reach you', 'Oh...', '', '[Chorus]', 'Come to my window', 'Crawl inside, wait by the light of the moon', 'Come to my window', ""I'll be home soon"", '', '[Bridge]', ""I don't care what they think"", ""I don't care what they say"", 'What do they know about this love', 'Anyway', '', '[Pre-Chorus]', 'Come, come to my window', ""I'll be home"", ""I'll be home"", ""I'll be home"", ""I'm coming home"", '', '[Chorus]', 'Come to my window', 'Oh... crawl inside, wait by the light of the moon', 'Come to my window', ""I'll be home soon"", ""I'll be home"", ""I'll be home"", ""I'm coming home"", 'Come to my window', 'Oh... crawl inside, wait by the light of the moon', 'Come to my window', ""I'll be home soon"", ""I'll be home"", ""I'll be home"", ""I'll be home""]"
931,Did You Ever Have To Make Up Your Mind?The Lovin' Spoonful,"['Did you ever have to make up your mind?', 'Pick up on one and leave the other one behind', ""It's not often easy, and not often kind"", 'Did you ever have to make up your mind?', '', 'Did you ever have to finally decide?', 'Say yes to one and let the other one ride', ""There's so many changes, and tears you must hide"", 'Did you ever have to finally decide?', '', ""Sometimes there's one with deep blue eyes, cute as a bunny"", 'With hair down to here, and plenty of money', ""And just when you think she's that one in the world"", 'Your heart gets stolen by some mousy little girl', 'And then you know you better make up your mind', 'Pick up on one and leave the other one behind', ""It's not often easy, and not often kind"", 'Did you ever have to make up your mind?', '', 'Sometimes you really dig a girl the moment you kiss her', 'And then you get distracted by her older sister', 'When in walks her father and takes you in line', 'And says ""Better go home, son, and make up your mind""', ""Then you bet you'd better finally decide!"", 'And say yes to one and let the other one ride', ""There's so many changes, and tears you must hide"", 'Did you ever have to finally decide?']"
932,As I Lay Me DownSophie B. Hawkins,"['[Verse 1]', 'It felt like springtime', 'On this February morning', 'In a courtyard', 'Birds were singing your praise', ""I'm still recalling things you said"", 'To make me feel all right', 'I carry them with me today now', '', '[Chorus]', 'As I lay me down to sleep', 'This I pray', 'That you will hold me dear', ""Though I'm far away"", 'I`ll whisper your name', 'Into the sky', 'And I will wake up happy', '', '[Verse 2]', 'I wonder why', 'I feel so high', 'Though I am not above the sorrow', 'Heavy-hearted', ""'Til you call my name"", 'And it sounds like church bells', 'Or the whistle of a train', 'On a summer evening', 'I want to meet you barefoot', 'Barely breathing', '', '[Chorus]', 'As I lay me down to sleep', 'This I pray', 'That you will hold me, dear', ""Though I'm far away"", 'I`ll whisper your name', 'Into the sky', 'And I will wake up happy', 'Oh, darling', 'As I lay me down to sleep', 'This I pray', 'That you will hold me, dear', ""Though I'm far away"", 'I`ll whisper your name', 'Into the sky', 'And I will wake up happy', '', '[Bridge]', 'It`s not too near for me', 'Like a flower', 'I need the rain', 'Thought it`s not clear to me', 'Every season has its change', 'And I will see you', 'When the sun comes out again', '', '[Chorus]', 'As I lay me down to sleep', 'This I pray', 'That you will hold me, dear', ""Though I'm far away"", 'I`ll whisper your name', 'Into the sky', 'And I will wake up happy', 'As I lay me down to sleep', 'This I pray', 'That you will hold me, dear', ""Though I'm far away"", 'I`ll whisper your name', 'Into the sky', 'And I will wake up happy', '', '[Outro]', 'Mmm, the sun comes out again', 'When the sun comes out again', 'When the sun comes out again', 'When the sun comes out', 'Oh, the sun comes out again', 'When the sun comes out']"
933,"Dance, Dance, DanceThe Beach Boys","['[Verse 1]', ""After six hours of school I've had enough for the day"", 'I hit the radio dial and turn it up all the way', '', '[Chorus]', ""I got to dance (Dance, dance, dance now the beat's really hot)"", 'Right on the spot (Dance, dance, dance right there on the spot)', ""The beat's really hot"", ""(Dance, dance, dance now the beat's really hot)"", '(Dance) Dance, (dance) dance', '(Dance) Dance, yeah!', '', '[Verse 2]', 'When I feel put down I try to shake it off quick', 'With my chick by my side the radio does the trick', '', '[Chorus]', ""I got to dance (Dance, dance, dance now the beat's really hot)"", 'Right on the spot (Dance, dance, dance right there on the spot)', ""The beat's really hot"", ""(Dance, dance, dance now the beat's really hot)"", '(Dance) Dance, (dance) dance', '(Dance) Dance, yeah!', 'Oh my!', '', '[Verse 3]', 'At a weekend dance we like to show up last', ""I play it cool when it's slow and jump it up when it's fast"", '', '[Chorus]', ""I love to dance (Dance, dance, dance now the beat's really hot)"", 'Right on the spot (Dance, dance, dance right there on the spot)', ""The beat's really hot"", ""(Dance, dance, dance now the beat's really hot)"", '(Dance) Dance, (dance) dance', '(Dance) Dance, yeah!', '', '[Outro]', ""Dance, dance, dance now the beat's really hot"", 'Dance, dance, dance right there on the spot', ""Dance, dance, dance now the beat's really hot"", '(Dance) Dance, (dance) dance', '(Dance) Dance, yeah!', ""Dance, dance, dance now the beat's really hot"", 'Dance, dance, dance right there on the spot', ""Dance, dance, dance now the beat's really hot""]"
934,DiaryBread,"['I found her diary underneath a tree', 'And started reading about me', ""The words she's written"", 'Took me by surprise', ""You'd never read them in her eyes"", '', 'They said that she had found', ""The love she'd waited for"", ""Wouldn't you know it?"", ""She wouldn't show it"", '', 'When she confronted', 'With the writing there', 'Simply pretended not to care', 'I passed it off', 'As just in keeping', 'With her total disconcerting air', '', 'And though she tried', 'To hide the love that she denied', ""Wouldn't you know it?"", ""She wouldn't show it"", '', 'And as I go through my life', 'I will give to her, my wife', 'All the sweet things I can find', '', 'I found her diary underneath a tree', 'And started reading about me', 'The words began stick, and tears to flow', 'Her meaning now was clear to see', '', ""The love she'd waited for"", 'Was someone else, not me', ""Wouldn't you know it?"", ""She wouldn't show it"", '', 'And as I go through my life', 'I will wish for her, his wife', 'All the sweet things she can find', 'All the sweet things they can find']"
935,Out In The CountryThree Dog Night,"['Whenever I need to leave it all behind', 'Or feel the need to get away', 'I find a quiet place, far from the human race', 'Out in the country', '', ""Before the breathin' air is gone"", 'Before the sun is just a bright spot in the nighttime', 'Out where the rivers like to run', ""I stand alone and take back somethin' worth rememberin'"", '', 'Whenever I feel them closing in on me', 'Or need a bit of room to move', 'When life becomes too fast, I find relief at last', 'Out in the country', '', ""Before the breathin' air is gone"", 'Before the sun is just a bright spot in the nighttime', 'Out where the rivers like to run', ""I stand alone and take back somethin' worth rememberin'"", '', ""Before the breathin' air is gone"", 'Before the sun is just a bright spot in the nighttime', 'Out where the rivers like to run', ""I stand alone and take back somethin' worth rememberin'"", '', ""Before the breathin' air is gone"", 'Before the sun is just a bright spot in the nighttime', 'Out where the rivers like to run', ""I stand alone and take back somethin' worth rememberin'"", '', ""Before the breathin' air is gone"", 'Before the sun is just a bright spot in the nighttime']"
936,500 Miles Away From HomeBobby Bare,"[""Lord I'm five hundred miles away from home"", ""Teardrops fell on mama's note when I read the things she wrote"", 'She said we miss you son we love you come on home', ""Well I didn't have to pack I had it all right on my back"", ""Now I'm five hundred miles away from home"", '', 'Away from home away from home cold and tired and all alone', ""Yes I'm five hundred miles away from home"", '', 'I know this is the same road I took the day I left home', 'But it sure looks different now', 'Well I guess I look different too cause time changes everything', ""I wonder what they'll say when they see their boy looking this way"", '', ""Oh I wonder what they'll say when I get home"", ""Can't remember when I ate it's just thumb and walk and wait"", ""And I'm still five hundred miles away from home"", ""If my luck had been just right I'd be with them all tonight"", ""But I'm still five hundred miles away from home"", '', 'Away from home away from home cold and tired and all alone', ""Yes I'm five hundred miles away from home"", ""Lord I'm still five hundred miles away from home""]"
937,Cuts Like A KnifeBryan Adams,"[""Drivin' home this evening"", 'I coulda sworn we had it all worked out', ""You had this boy believin'"", 'Way beyond the shadow of a doubt, yeah', '', 'Well I heard it on the street', 'I heard you might found somebody new yeah', 'Well who is he baby who is he', 'And tell me what he means to you oh yeah', '', 'I took it all for granted', 'But how was I to know', ""That you'd be letting go"", '', 'Now it cuts like a knife', 'But it feels so right', 'Yeah! It cuts like a knife', 'Oh, but it feels so right', '', ""There's times I've been mistaken"", ""There's times I thought I'd been misunderstood - ooh yeah"", ""So wait a minute darlin'"", ""Can't you see we did the best we could ooh we could"", '', ""This wouldn't be the first time"", 'Things have gone astray', ""Now you've thrown it all away"", '', 'Now it cuts like a knife yeah', 'But It feels so right', 'Oh! It cuts like a knife', 'Yeah! But it feels so right', '', 'Oh! It cuts like a knife!', 'But if feels so right baby!', 'Oh! It cuts like a knife!', 'Yeeah! Hey!', '', 'I took it all for granted', 'But how was I to know', ""That you'd be letting go"", '', 'Now it cuts like a knife yeah', 'But It feels so right', 'Oh. Now it cuts like a knife', 'Yeah But it feels so right Yeeah!', '', 'Oh, it cuts like a knife', 'Ooh yeah yeah', 'But it feels so right baby', 'Ooh yeah', 'It cuts like a knife', 'Now give it to me now', 'Yeah yeah, come on boys, ow', 'Feels so right, yeah yeah yeah', 'Nananananana hey!', 'Now it cuts like knife now', '', 'But it feels so right, yeah yeah', 'Feels so right baby', 'Na na yeah, it feels so right', 'And it cuts like a knife', 'Yeah yeah', 'Feels so right baby']"
938,A Word In SpanishElton John,"['[Verse 1]', ""I don't know why"", 'I just know I do', ""I just can't explain"", 'In this language that I use', 'Something leaves me speechless', 'Each time that you approach', 'Each time you glide right through me', 'As if I was a ghost', '', '[Pre-Chorus]', 'If I only could tell you', 'If you only would listen', ""I've got a line or two to use on you"", ""I've got a romance we could christen"", '', '[Chorus]', ""And there's a word in Spanish I don't understand"", 'But I heard it in a film one time spoken by the leading man', 'He said it with devotion, he sounded so sincere', 'And the words he spoke in Spanish brought the female lead to tears', 'A word in Spanish, a word in Spanish', '', '[Verse 2]', ""If you can't comprehend"", 'Read it in my eyes', ""If you don't understand it's love"", 'In a thin disguise', 'And what it takes to move you', 'Each time that you resist', 'Is more than just a pretty face', 'To prove that I exist', '', '[Pr-Chorus]', '', '[Chorus]', '', '[Verse 3]', 'When manners make no difference', 'And my gifts all lay undone', 'I trade my accent in on chance', 'And fall back on a foreign tongue', '', '[Chorus][x2]']"
939,So Far AwayDire Straits,"['[Verse 1]', 'Here I am again in this mean old town', ""And you're so far away from me"", 'And where are you when the sun goes down?', ""You're so far away from me"", '', '[Chorus]', ""You're so far away from me"", ""You're so far I just can't see"", ""You're so far away from me"", ""You're so far away from me, alright"", '', '[Verse 2]', ""I'm tired of being in love and being all alone"", ""When you're so far away from me"", ""I'm tired of making out on the telephone"", ""Cause you're so far away from me"", '', '[Chorus]', ""You're so far away from me"", ""You're so far I just can't see"", ""You're so far away from me"", ""You're so far away from me, alright"", '', '[Verse 3]', 'And I get so tired when I have to explain', ""That you're so far away from me"", ""See, you've been in the sun, and I've been in the rain"", ""And you're so far away from me"", '', '[Chorus]', ""You're so far away from me"", ""You're so far I just can't see"", ""You're so far away from me"", ""You're so far away from me, take it down"", '', '...so far away...', ""You're so far away from me"", 'Alright', ""I 'm so far away from you""]"
940,Se LaLionel Richie,"['[Intro]', 'Se la', '', '[Verse]', 'You know sometimes I sit and wonder', 'Just how this world would be', 'If we had all the people laughing', 'And everybody living in harmony', ""We'd have to say se la, se la"", 'Talking to the people se la, se la', ""It's time or about it se la, sela"", 'There would be no more living in desperation', 'And no more hatred and deceit', 'Tell me, can you imagine', 'All the children playing', 'And everyone dancing in the street', 'We say se la, se la', 'Talking to yourself se la, se la', 'Talking to everybody, yeah se la, se la', ""You know what it's all about"", 'You play it for the people', 'Yeah, for the people', ""It's time for everyone"", 'To come together', ""I know it's hard"", 'But this dream must come to be', 'Because tonight should be', 'One big celebration', ""I'm talking to you now"", 'Only we can make things right', 'We say se la, se la, se la, se la baby', ""I'm counting on everybody se la, se la"", 'I know all about it se la, se la', '', '[Outro]', 'Sela, sela[repeat until fade]']"
